Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2022-04-29,2,20000,1000,3 out of 4,1,"DDA Devdoot Apartment, Vikaspuri",4,2,Family,1
2022-04-29,1,10000,450,2 out of 4,1,"Khirki extension, Malviya Nagar",4,1,Bachelors/Family,1
2022-07-04,3,15000,100,3 out of 4,1,Chhattarpur,4,2,Bachelors/Family,2
2022-05-14,2,13500,550,2 out of 4,2,"Laxmi Nagar District Centre, Laxmi Nagar",4,2,Bachelors/Family,2
2022-05-10,1,5500,400,2 out of 3,1,Bindapur,4,2,Bachelors/Family,1
2022-05-10,1,14000,60,1 out of 5,1,"Guru Angad Nagar West, Laxmi Nagar",4,2,Bachelors/Family,1
2022-04-29,4,18000,900,3 out of 5,1,Subhash Nagar,4,1,Bachelors/Family,2
2022-04-27,1,20000,700,1 out of 5,1,Rohini Sector 5,4,2,Bachelors/Family,1
2022-06-28,2,9300,500,2 out of 4,1,Laxmi Nagar,4,1,Bachelors/Family,1
2022-06-14,3,80000,2000,2 out of 4,2,Safdarjung Enclave,4,2,Bachelors,3
2022-07-04,2,7500,400,2 out of 3,2,Aya Nagar,4,2,Bachelors,1
2022-06-27,3,30000,1500,1 out of 4,2,Sarita Vihar Pocket C,4,1,Bachelors,2
2022-04-29,2,13000,70,2 out of 4,1,"IGNOU Road, Saket",4,1,Bachelors/Family,1
2022-07-01,2,8500,60,2 out of 4,1,"Indraprastha Extension, Patparganj",4,1,Bachelors/Family,2
2022-05-24,3,44300,200,1 out of 4,2,Paschim Vihar,4,2,Bachelors,3
2022-07-04,2,45000,1650,2 out of 4,2,Safdarjung Enclave,4,2,Bachelors,2
2022-06-22,2,30000,1150,3 out of 3,2,Sarita Vihar Pocket K,4,1,Bachelors,2
2022-05-30,2,40000,1800,Ground out of 3,2,Saket,4,2,Bachelors,2
2022-06-11,4,530000,4000,3 out of 4,2,Anand Niketan,4,2,Bachelors/Family,5
2022-05-14,2,12000,900,1 out of 2,1,Ashok Vihar Phase 2,4,1,Bachelors/Family,1
2022-06-15,2,13500,700,1 out of 2,1,Shakarpur,4,1,Bachelors/Family,1
2022-04-28,2,30000,900,2 out of 4,1,Sheikh Sarai Phase 1,4,1,Bachelors/Family,2
2022-05-03,1,9500,400,2 out of 2,1,New Delhi,4,2,Bachelors/Family,1
2022-05-16,4,200000,2700,Ground out of 3,2,Greater Kailash 1,4,1,Bachelors,4
2022-05-10,3,30000,2000,Ground out of 2,1,Rohini Sector 15,4,1,Bachelors/Family,3
2022-05-14,2,9000,450,1 out of 3,1,"Shakarpur Khas, Shakarpur",4,1,Bachelors/Family,1
2022-06-04,2,13000,400,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2022-05-14,2,7000,500,1 out of 5,1,Vinod Nagar West,4,2,Bachelors/Family,1
2022-07-09,1,18000,450,1 out of 4,2,Munirka,4,2,Bachelors/Family,1
2022-05-14,1,3500,350,1 out of 3,1,Najafgarh,4,1,Bachelors/Family,1
2022-07-03,4,65000,272,1 out of 4,2,Model Town,4,1,Bachelors/Family,4
2022-06-13,1,19000,545,2 out of 3,1,Dwarka,4,2,Bachelors/Family,1
2022-05-10,2,23000,84,Ground out of 4,1,Paschim Vihar,4,2,Bachelors/Family,2
2022-06-16,1,12000,600,2 out of 4,1,Kalkaji,4,2,Bachelors/Family,1
2022-06-30,2,15000,75,3 out of 4,1,Chhattarpur,4,1,Bachelors/Family,2
2022-06-08,3,38000,165,2 out of 4,2,"Dayanand Vihar, Anand Vihar",4,2,Bachelors,2
2022-07-04,3,50000,1100,1 out of 4,2,Shalimar bagh,4,1,Bachelors,3
2022-06-02,1,6500,500,3 out of 3,1,Falt,4,1,Bachelors/Family,1
2022-07-04,3,35000,150,1 out of 3,2,Janakpuri,4,2,Bachelors,3
2022-05-05,2,15000,70,2 out of 5,1,Vasant Kunj,4,2,Bachelors/Family,2
2022-05-05,3,30000,250,1 out of 2,1,Mausam Vihar,4,2,Bachelors/Family,2
2022-05-05,2,10000,70,1 out of 5,1,"Khanpur, Madangir",4,1,Bachelors/Family,2
2022-07-06,1,18000,300,3 out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,Bachelors,1
2022-06-20,3,30000,1800,1 out of 4,2,Malviya Nagar,4,2,Bachelors,3
2022-05-27,1,16000,400,3 out of 4,2,Lajpat Nagar 4,4,2,Bachelors/Family,1
2022-05-21,3,22000,1250,2 out of 3,1,Cghs apts.,4,2,Bachelors/Family,2
2022-06-08,2,9000,480,1 out of 4,1,Rohini Sector 21,4,2,Bachelors/Family,1
2022-06-17,2,20200,84,2 out of 4,2,Paschim Vihar,4,2,Bachelors,2
2022-06-15,2,19500,84,2 out of 4,2,Paschim Vihar Block A6,4,2,Bachelors,2
2022-07-09,2,21000,600,3 out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,Bachelors,2
2022-07-06,2,20000,600,Ground out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,Bachelors,2
2022-05-14,2,13000,720,2 out of 4,1,Govindpuri Main,4,2,Bachelors/Family,2
2022-05-27,2,6500,75,1 out of 1,2,Najafgarh,4,1,Bachelors/Family,1
2022-04-29,3,25000,1000,1 out of 4,1,"Everest Apartment, Kalkaji",4,1,Bachelors/Family,2
2022-05-19,2,20000,900,2 out of 4,2,Malviya Nagar,4,2,Bachelors,2
2022-06-28,2,33000,2200,1 out of 1,2,Janakpuri,4,2,Family,2
2022-06-03,3,18000,900,Ground out of 4,2,Mayur Vihar 3,4,2,Bachelors/Family,1
2022-05-31,1,13000,550,3 out of 3,2,Pitampura,4,2,Bachelors/Family,1
2022-04-29,2,10000,450,4 out of 5,1,Palam,4,2,Bachelors/Family,1
2022-04-29,2,10000,470,2 out of 4,1,Pul Prahlad Pur,4,2,Bachelors/Family,2
2022-05-10,3,23000,125,3 out of 4,1,"Khirki extension, Malviya Nagar",4,2,Bachelors/Family,2
2022-05-27,1,20000,400,3 out of 4,2,Lajpat Nagar 4,4,2,Bachelors/Family,1
2022-05-23,4,150000,2600,2 out of 2,2,Vasant Vihar,4,2,Bachelors/Family,4
2022-05-14,3,25000,1500,5 out of 10,2,"DJA Apartments, Dwarka Sector 13",4,2,Bachelors/Family,3
2022-05-10,2,21000,80,3 out of 4,1,Dwarka Sector 17,4,2,Bachelors/Family,1
2022-07-04,3,30000,1100,3 out of 3,2,Dwarka Sector 9,4,2,Bachelors/Family,2
2022-06-04,2,22000,1000,4 out of 5,1,Vasant Kunj,4,2,Bachelors/Family,2
2022-04-29,2,14000,800,3 out of 5,1,Mehrauli,4,1,Bachelors/Family,2
2022-05-23,2,7000,50,2 out of 5,1,Dwarka Sector 14,4,2,Bachelors/Family,1
2022-05-23,2,18500,1000,2 out of 5,1,"Kishangarh, Vasant Kunj",4,2,Bachelors/Family,2
2022-05-18,1,8500,550,2 out of 3,2,Chhattarpur Enclave,4,1,Bachelors,1
2022-05-18,1,8000,450,Ground out of 4,2,Chhattarpur Enclave,4,1,Bachelors,1
2022-07-05,2,10000,670,2 out of 4,1,Ram Nagar,4,2,Bachelors/Family,2
2022-05-14,2,15000,700,1 out of 3,1,Dwarka,4,2,Bachelors/Family,1
2022-05-05,3,37000,125,3 out of 4,1,"Vikram Vihar, Lajpat Nagar",4,2,Bachelors,2
2022-06-30,3,90000,1872,1 out of 5,1,Greater Kailash 1,4,2,Bachelors/Family,3
2022-05-18,2,12000,650,2 out of 4,2,Chhattarpur Enclave,4,1,Bachelors/Family,1
2022-05-18,2,13000,550,1 out of 4,2,Chhattarpur Enclave,4,1,Bachelors,2
2022-05-21,2,22000,84,Ground out of 4,2,Paschim Vihar,4,2,Bachelors,2
2022-06-19,1,4000,90,Ground out of 2,1,Gopalpur,4,1,Bachelors/Family,2
2022-06-04,2,12000,1000,1 out of 4,1,Laxmi Nagar,4,1,Bachelors/Family,2
2022-05-14,1,9000,65,3 out of 4,1,Lado Sarai,4,1,Bachelors/Family,1
2022-05-05,2,14000,75,2 out of 4,1,Pandav Nagar,4,1,Bachelors/Family,1
2022-07-06,1,15000,250,Ground out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,Bachelors,1
2022-05-10,2,12500,900,3 out of 4,1,Surya Apartment pocket a11,4,1,Bachelors,2
2022-07-06,3,30000,900,3 out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,Bachelors,3
2022-07-01,2,9500,650,Ground out of 3,1,Mayur Vihar,4,1,Bachelors/Family,2
2022-05-19,2,15000,900,4 out of 5,1,Bhagwati Garden,4,2,Bachelors/Family,2
2022-05-19,1,12000,800,3 out of 5,1,Rohini Sector 3,4,2,Bachelors/Family,1
2022-06-30,1,8000,410,2 out of 4,2,Dwarka Sector 23B,4,1,Bachelors,1
2022-05-05,3,70000,1500,2 out of 3,1,Rajouri Garden,4,2,Bachelors/Family,3
2022-05-21,4,250000,2800,2 out of 3,2,Safdarjung Enclave,4,1,Bachelors/Family,4
2022-06-24,3,31500,1800,2 out of 4,2,Pitampura,4,2,Bachelors,2
2022-06-22,2,30000,1400,Ground out of 4,2,"Sarita Vihar, Mathura Road",4,2,Bachelors,2
2022-05-14,3,60000,1600,3 out of 4,1,Greater Kailash,4,2,Bachelors/Family,3
2022-06-04,3,35000,1200,3 out of 4,2,Rajouri Garden,4,2,Bachelors,2
2022-07-03,3,55000,1150,2 out of 4,2,"Vikram Vihar, Lajpat Nagar",4,1,Bachelors/Family,3
2022-05-05,2,20000,110,Ground out of 2,1,Karawal Nagar,4,2,Bachelors/Family,1
2022-06-03,1,6500,300,3 out of 3,1,"Tagore Garden, Rajouri Garden, Najafgarh Road",4,2,Bachelors/Family,1
2022-06-23,2,17000,750,1 out of 4,2,"Panchsheel Vihar, Sheikh Sarai",4,2,Bachelors/Family,2
2022-07-09,1,9300,450,1 out of 4,2,Paschim Vihar Block A6,4,2,Bachelors,1
2022-06-30,2,7500,410,2 out of 4,1,Ghitorni,4,1,Bachelors/Family,1
2022-06-08,2,20000,800,2 out of 5,1,Janakpuri,4,2,Bachelors/Family,1
2022-04-29,3,18000,120,4 out of 5,1,Bhalswa,4,2,Bachelors/Family,3
2022-06-20,1,15000,650,2 out of 4,2,Saket,4,2,Bachelors,1
2022-05-14,2,13000,400,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2022-04-29,2,20000,810,3 out of 3,1,Vikaspuri,4,2,Bachelors/Family,2
2022-06-22,3,12000,700,1 out of 3,1,"Indraprastha Extension, Patparganj",4,2,Bachelors/Family,2
2022-06-30,2,40000,1125,Ground out of 2,1,Krishna Park,4,2,Bachelors/Family,2
2022-06-30,2,8000,600,4 out of 5,1,Rohini Sector 7,4,1,Bachelors/Family,2
2022-05-21,3,95000,1300,1 out of 4,2,South Extension 1,4,2,Bachelors,3
2022-06-09,3,68000,1450,2 out of 4,2,Lajpat Nagar 3,4,2,Bachelors/Family,3
2022-05-05,3,18000,110,1 out of 5,1,Tri Nagar,4,1,Bachelors/Family,2
2022-06-28,4,130000,3500,1 out of 3,2,Anand Niketan,4,2,Bachelors,6
2022-06-28,4,150000,4000,3 out of 3,2,West End,4,2,Bachelors,7
2022-06-28,3,75000,2500,1 out of 3,2,Sarvodaya Enclave,4,2,Bachelors,4
2022-06-06,4,110000,3000,2 out of 4,2,Safdarjung Enclave,4,2,Bachelors,5
2022-06-28,4,150000,3500,3 out of 3,2,Vasant Vihar,4,2,Bachelors,6
2022-05-30,1,10000,240,4 out of 5,1,Malviya Nagar,4,2,Bachelors,1
2022-05-18,3,24000,1250,2 out of 4,2,Chhattarpur Enclave,4,1,Bachelors,2
2022-05-23,3,28000,1000,2 out of 5,1,Rohini Sector 24,4,2,Bachelors/Family,2
2022-07-01,3,28000,900,2 out of 4,2,"Panchsheel Vihar, Sheikh Sarai",4,1,Bachelors,2
2022-07-07,2,18000,900,Ground out of 4,2,Jhilmil Colony,4,2,Bachelors/Family,2
2022-05-18,3,27000,1250,3 out of 4,2,Chhattarpur Enclave,4,1,Bachelors/Family,3
2022-05-18,2,17000,650,2 out of 4,2,Chhattarpur Enclave,4,1,Bachelors/Family,2
2022-04-29,3,350000,3200,1 out of 2,1,Sundar Nagar,4,2,Bachelors/Family,4
2022-04-29,2,25000,900,2 out of 3,1,Pitampura,4,2,Bachelors/Family,1
2022-05-18,3,16500,1250,2 out of 4,2,Chattarpur Extension,4,1,Bachelors,2
2022-06-29,2,14000,60,3 out of 3,2,Rohini Sector 21,4,2,Bachelors,2
2022-04-29,2,18000,90,3 out of 4,1,Mahaveer Nagar,4,1,Bachelors/Family,2
2022-05-10,2,10000,55,3 out of 4,1,Peera Garhi,4,1,Bachelors/Family,1
2022-04-29,2,10000,50,1 out of 2,1,Dwarka Sector 8,4,1,Bachelors/Family,1
2022-05-24,4,100000,400,Ground out of 4,2,Sarvodaya Enclave,4,1,Bachelors/Family,4
2022-07-08,2,25000,680,2 out of 4,2,Pitampura,4,2,Bachelors,1
2022-06-15,2,22999,756,2 out of 4,2,Paschim Vihar Block A3,4,2,Bachelors,2
2022-05-05,2,6000,500,2 out of 3,1,Jaitpur,4,1,Bachelors/Family,1
2022-06-02,2,40000,900,Ground out of 3,2,Vasant Kunj,4,2,Bachelors/Family,2
2022-06-30,3,250000,2000,3 out of 6,1,Defence Colony,4,2,Bachelors/Family,3
2022-06-30,1,13000,40,3 out of 3,2,Shalimar bagh,4,2,Bachelors/Family,1
2022-06-12,1,14000,100,3 out of 3,1,Chittaranjan Park,4,2,Bachelors/Family,1
2022-05-30,2,20000,950,2 out of 3,2,"Geeta Colony PRWS Block 3 And 7, Rajgarh Colony",4,2,Bachelors/Family,2
2022-06-17,1,5500,200,1 out of 4,2,Sultanpur,4,2,Bachelors,1
2022-07-06,2,32000,900,Ground out of 4,2,Lajpat Nagar,4,2,Bachelors/Family,2
2022-05-10,2,8000,750,1 out of 4,1,Mehrauli,4,2,Bachelors/Family,1
2022-05-18,3,25000,1400,3 out of 4,2,Palam Extension,4,1,Family,3
2022-06-30,2,28000,100,2 out of 4,2,Shalimar bagh,4,2,Bachelors/Family,2
2022-06-12,2,22000,100,1 out of 2,1,Kalkaji,4,2,Bachelors/Family,2
2022-06-12,1,21000,100,Ground out of 1,1,Chittaranjan Park,4,2,Bachelors/Family,1
2022-05-27,2,30000,1000,2 out of 4,1,"DDA Flats Sector E Pocket 1, Vasant Kunj",4,2,Bachelors/Family,2
2022-06-30,1,12000,400,2 out of 4,2,Lajpat Nagar,4,1,Bachelors/Family,1
2022-06-23,1,15000,70,2 out of 3,1,DS 19,4,1,Bachelors/Family,1
2022-05-23,1,18000,450,Ground,2,"DDA Flat AD Block, Shalimar Bagh AD Block",4,2,Bachelors/Family,1
2022-07-01,2,18000,900,3 out of 4,2,"Acharya Niketan, Mayur Vihar",4,1,Bachelors/Family,1
2022-04-29,1,10000,42,Ground out of 3,1,Dwarka Sector 23,4,2,Bachelors/Family,1
2022-06-30,1,16000,400,2 out of 4,2,Lajpat Nagar,4,2,Bachelors/Family,1
2022-04-28,2,20000,900,3 out of 3,2,Amarpali Apartment,4,2,Bachelors,2
2022-05-31,4,28000,1500,2 out of 4,2,Rohini Sector 24,4,2,Bachelors/Family,2
2022-05-31,1,7000,70,1 out of 4,1,Palam,4,2,Bachelors/Family,1
2022-06-08,2,30000,450,Ground out of 1,2,Sethi floor nihal vihar,4,2,Bachelors/Family,1
2022-07-02,2,15000,900,Ground out of 4,2,Hari Nagar,4,2,Bachelors/Family,1
2022-05-11,1,8000,500,1 out of 5,2,Main Ghitorni,4,1,Bachelors/Family,1
2022-07-07,1,9000,400,2 out of 3,2,Pitampura,4,1,Bachelors/Family,2
2022-06-05,3,33500,150,2 out of 4,2,Paschim Vihar Block A3,4,2,Bachelors,2
2022-06-17,1,9500,450,1 out of 3,2,Neb Sarai,4,1,Bachelors/Family,1
2022-05-23,2,10000,540,1 out of 4,1,"Baljit Nagar, Patel Nagar",4,1,Bachelors/Family,1
2022-06-30,1,20000,400,3 out of 4,2,Lajpat Nagar,4,2,Bachelors/Family,1
2022-05-18,1,10000,450,2 out of 4,2,"Chhattarpur Enclave Phase1, Chhattarpur",4,1,Bachelors/Family,1
2022-05-10,1,15000,700,4 out of 5,1,DS 19,4,1,Bachelors/Family,1
2022-06-16,3,55000,1450,Ground out of 4,2,Vasant Kunj,4,2,Bachelors,2
2022-06-17,2,20000,1000,2 out of 4,2,Patparganj,4,2,Bachelors,2
2022-06-24,2,16000,550,1 out of 4,2,Saket,4,2,Bachelors,2
2022-05-31,2,23000,900,2 out of 3,2,"DDA Flats Block B3, Keshav Puram, Tri Nagar",4,2,Bachelors/Family,2
2022-06-27,3,150000,300,2 out of 2,1,Panchsheel Park,4,2,Bachelors/Family,3
2022-07-02,2,25000,1100,Ground out of 3,1,New Delhi,4,1,Bachelors/Family,2
2022-06-24,1,9000,600,1 out of 4,2,Saket,4,2,Bachelors,1
2022-06-24,1,11000,450,3 out of 4,1,"Manak Vihar, Anand Vihar",4,2,Bachelors,1
2022-06-21,2,11500,550,2 out of 4,2,Mayur Vihar 1,4,1,Bachelors/Family,1
2022-06-23,3,16000,1000,1 out of 4,1,Dwarka Mor,4,1,Bachelors/Family,2
2022-05-18,3,23000,1250,2 out of 4,2,Chhattarpur Enclave,4,1,Bachelors,2
2022-05-18,4,30000,1950,2 out of 4,2,Chhattarpur Enclave,4,2,Bachelors/Family,4
2022-06-25,3,110000,1750,4 out of 4,2,Safdarjung Enclave,4,2,Bachelors,4
2022-06-04,1,3500,25,3 out of 4,1,Burari,4,1,Bachelors/Family,1
2022-06-12,2,12100,700,3 out of 4,2,Shadipur,4,1,Bachelors,1
2022-07-04,2,19000,1800,1 out of 2,2,"Naveen Shahdara, Shahdara",4,1,Bachelors,1
2022-05-25,2,40000,1000,3 out of 3,1,Greater Kailash 2,4,2,Bachelors/Family,2
2022-05-27,2,8000,200,2 out of 3,1,Najafgarh,4,1,Bachelors/Family,1
2022-07-05,3,42000,1700,2 out of 4,2,Pitampura,4,2,Bachelors,3
2022-06-04,3,13000,70,Ground out of 4,1,Pandav Nagar,4,2,Bachelors/Family,2
2022-07-05,3,44000,1700,3 out of 4,2,Pitampura,4,2,Bachelors,3
2022-06-25,1,11000,450,1 out of 4,2,Saket,4,2,Bachelors,1
2022-07-05,3,40000,1350,2 out of 3,2,Safdarjung Enclave,4,2,Bachelors,3
2022-05-31,4,150000,2550,3 out of 4,1,Greater Kailash 1,4,2,Bachelors/Family,4
2022-05-18,2,13000,650,2 out of 4,2,Chhattarpur,4,1,Bachelors/Family,2
2022-05-18,2,17500,650,2 out of 4,2,Chhattarpur,4,2,Bachelors/Family,2
2022-05-18,3,14500,1250,1 out of 4,2,Chhattarpur,4,1,Bachelors/Family,3
2022-05-18,3,24000,1250,2 out of 4,2,Chhattarpur,4,1,Bachelors,2
2022-06-15,3,30000,1000,3 out of 4,2,Mayur Vihar Phase 1 Extension,4,1,Bachelors/Family,2
2022-05-31,1,10000,500,2 out of 3,1,Kalkaji,4,2,Bachelors/Family,1
2022-06-16,1,10000,500,3 out of 4,2,Neb Sarai,4,2,Bachelors/Family,1
2022-07-04,3,90000,1550,2 out of 4,2,Safdarjung Enclave,4,2,Bachelors,3
2022-06-14,4,280000,3800,1 out of 4,2,"Maharani Bagh, New Friends Colony",4,2,Bachelors/Family,5
2022-06-28,2,32000,1150,1 out of 4,1,Shalimar bagh,4,1,Bachelors,2
2022-05-26,3,80000,2000,3 out of 4,2,Sarvodaya Enclave,4,1,Bachelors/Family,3
2022-04-29,1,5500,30,2 out of 3,2,B-7 veer Singh colony Budh vihar phase 2 delhi,4,2,Bachelors/Family,1
2022-06-06,1,6000,50,3 out of 4,2,Mahavir Enclave Part 3,4,2,Bachelors,1
2022-05-27,3,30000,1205,2 out of 4,1,Dwarka Sector 5,4,2,Bachelors/Family,2
2022-06-12,3,42000,1450,2 out of 4,2,Vasant Kunj,4,2,Bachelors,2
2022-04-28,1,5500,200,2 out of 4,1,Pusa Institutional Area,4,1,Bachelors/Family,1
2022-06-08,2,7000,350,2 out of 4,1,Raj Nagar 2,4,2,Bachelors/Family,2
2022-06-20,2,10000,700,Ground out of 1,1,Sarojini Nagar,4,1,Bachelors,1
2022-06-08,1,17000,400,3 out of 4,2,Lajpat Nagar,4,2,Bachelors/Family,1
2022-05-10,1,18000,700,1 out of 5,1,Mayur Vihar 1,4,2,Bachelors/Family,1
2022-07-02,2,14000,1000,1 out of 4,2,"Arjun Garh, Aya Nagar",4,2,Bachelors,2
2022-06-21,1,17000,450,1 out of 4,2,"Paryavaran Complex, Sainik Farm",4,2,Bachelors/Family,1
2022-06-01,3,27000,1200,10 out of 10,1,DS 19,4,2,Family,2
2022-07-09,3,25000,1200,2 out of 4,2,Patparganj,4,2,Bachelors,2
2022-04-29,2,23000,900,3 out of 4,1,"Lajpat Nagar II, null",4,2,Bachelors/Family,2
2022-06-14,2,24500,84,1 out of 4,2,Paschim Vihar,4,2,Bachelors,2
2022-06-21,1,10000,200,1 out of 2,2,East Of Kailash,4,1,Bachelors/Family,1
2022-05-22,2,35000,1300,2 out of 3,1,Kalkaji,4,1,Bachelors,2
2022-07-04,2,27000,1300,Ground out of 2,2,Aya Nagar Extension,4,2,Bachelors/Family,2
2022-06-20,1,7000,200,1 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2022-07-04,1,5000,300,Ground out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2022-05-04,2,5000,550,3 out of 4,2,"Mohan Garden, Razapur Khurd",4,1,Bachelors/Family,1
2022-05-30,2,12000,950,2 out of 2,1,Uttam Nagar,4,2,Bachelors,1
2022-05-22,2,30000,750,2 out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,Bachelors/Family,2
2022-05-18,2,25000,950,Ground out of 4,2,"East End Apartments, Ph. 1ext near new Ashok nagar",4,2,Bachelors/Family,2
2022-06-28,1,6000,350,1 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2022-05-27,3,45000,2000,3 out of 4,1,Jangpura,4,1,Bachelors/Family,3
2022-07-04,3,40000,180,Ground out of 4,2,Janakpuri,4,1,Bachelors,3
2022-05-10,2,8500,60,2 out of 5,1,Mayur Vihar 1,4,2,Bachelors/Family,1
2022-06-29,2,16500,950,2 out of 4,2,"Indraprastha Extension, Patparganj",4,1,Bachelors,1
2022-05-22,3,100000,1400,1 out of 4,2,"Jangpura Extension, Jangpura",4,2,Bachelors/Family,3
2022-06-04,3,52000,200,2 out of 3,2,South Extension 1,4,1,Bachelors/Family,2
2022-05-12,1,12500,450,2 out of 3,2,Patel Nagar West,4,2,Bachelors/Family,1
2022-05-10,2,14000,600,3 out of 4,1,"V3s East Centre, Laxmi Nagar",4,1,Bachelors/Family,2
2022-06-27,1,15000,350,1 out of 3,1,"Arjun Nagar, Safdarjung Enclave",4,1,Bachelors/Family,1
2022-06-16,1,5000,300,1 out of 3,2,Ashok Nagar,4,2,Bachelors,1
2022-05-24,2,40000,95,3 out of 3,2,Safdarjung Enclave,4,2,Bachelors/Family,2
2022-06-23,1,17000,550,3 out of 3,1,"DDA Rose Apartments, Dwarka Sector 18B",4,2,Bachelors/Family,1
2022-06-08,3,15000,900,1 out of 3,1,Narela,4,2,Bachelors/Family,3
2022-06-16,1,6000,25,4 out of 6,1,Hari Nagar Ashram,4,2,Bachelors/Family,1
2022-06-15,3,85000,325,1 out of 3,2,Defence Colony,4,1,Bachelors,3
2022-05-31,2,18000,80,2 out of 4,1,Rajouri Garden,4,2,Bachelors/Family,2
2022-05-31,2,7500,77,3 out of 4,1,Mandawali,4,1,Bachelors/Family,1
2022-05-04,2,10000,60,3 out of 4,1,Bindapur,4,2,Bachelors/Family,1
2022-05-21,1,9000,100,1 out of 1,1,"Shiva Enclave, Paschim Vihar",4,2,Bachelors/Family,1
2022-05-27,3,24000,1300,3 out of 4,1,Rohini Sector 22,4,2,Bachelors/Family,2
2022-07-03,2,12000,500,1 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,2
2022-06-06,2,10500,500,2 out of 3,2,Laxmi Nagar,4,2,Bachelors/Family,2
2022-06-13,2,31000,1200,3 out of 4,1,Pitampura,4,2,Bachelors/Family,2
2022-05-15,1,9000,250,Ground out of 3,1,"Jai laxmi Apartments, Indraprastha Extension, Patparganj",4,2,Bachelors/Family,1
2022-06-04,2,9000,700,4 out of 5,1,Sant Nagar,4,2,Bachelors/Family,1
2022-07-01,3,27000,1050,Ground out of 4,2,"Nalanda Apartment, Vikaspuri",4,1,Family,2
2022-07-05,2,12500,500,2 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,2
2022-07-06,2,15000,1100,1 out of 2,1,Medavakkam,5,2,Bachelors,2
2022-05-21,2,6500,1000,Ground out of 1,1,"Urapakkam, Vandalur R.F, GST Road",5,2,Bachelors/Family,2
2022-05-20,3,90000,2400,1 out of 3,2,"R.A Puram, Mandaiveli",5,2,Bachelors/Family,3
2022-07-10,3,200000,3000,1 out of 1,1,Madras Boat Club Road,5,2,Family,4
2022-06-25,1,15000,650,Ground out of 2,2,Kambar Colony,5,2,Bachelors/Family,1
2022-05-18,2,15000,1000,17 out of 31,2,Thalambur,5,2,Bachelors,2
2022-06-14,2,7600,700,1 out of 3,1,Anakaputhur,5,1,Bachelors/Family,2
2022-06-14,3,29000,1200,1 out of 3,2,Ashok Nagar,5,2,Bachelors,3
2022-06-19,3,20000,1710,15 out of 29,1,"Padur, Old Mahabalipuram Road",5,2,Bachelors/Family,3
2022-05-12,2,12000,600,1 out of 3,1,Mangadu,5,2,Bachelors/Family,2
2022-07-06,2,10500,1080,1 out of 2,1,Ponmar,5,1,Bachelors/Family,2
2022-05-26,2,29000,1300,Ground out of 2,1,Annanagar west,5,2,Bachelors/Family,2
2022-07-10,2,26000,1027,15 out of 19,1,Karapakkam,5,2,Bachelors,2
2022-07-06,3,25000,1350,Ground out of 2,1,Alandur,5,2,Family,3
2022-05-12,2,10000,950,1 out of 2,1,Selaiyur,5,1,Family,2
2022-05-12,2,14000,1300,1 out of 2,1,Iyyappanthangal,5,1,Bachelors/Family,2
2022-05-12,2,6000,600,1 out of 3,1,Poonamallee,5,1,Bachelors/Family,1
2022-05-16,3,40000,1428,Ground out of 2,1,"Chromepet, GST Road",5,1,Bachelors,2
2022-06-20,2,23000,920,2 out of 2,2,KK Nagar,5,2,Bachelors/Family,2
2022-06-28,2,10000,600,Ground out of 2,2,Sadhanadhapuram,5,2,Bachelors/Family,2
2022-06-11,2,10000,810,Ground out of 1,2,"Tambaram West, Tambaram, Chennai Bypass Road",5,1,Bachelors,1
2022-06-02,2,15000,1200,Ground out of 2,1,Ramapuram,5,2,Bachelors/Family,2
2022-05-12,1,11000,550,3 out of 4,1,Poongavanapuram,5,2,Bachelors/Family,1
2022-05-12,2,20000,600,1 out of 2,1,"Egmore, PH Road",5,1,Family,1
2022-05-12,2,15000,850,Ground out of 2,1,Old Mahabalipuram Road,5,2,Bachelors/Family,1
2022-06-27,4,22000,2117,20 out of 20,2,Sholinganallur,5,2,Bachelors/Family,4
2022-04-30,2,6000,900,1 out of 1,1,Guduvancheri,5,1,Bachelors,2
2022-05-12,2,20000,1000,Ground out of 1,1,Thiruvanmiyur,5,2,Bachelors/Family,2
2022-05-12,1,6500,500,2 out of 3,1,"Aminjikarai, PH Road",5,1,Bachelors/Family,1
2022-05-12,2,12000,800,1 out of 3,1,"Purasawalkam, PH Road",5,2,Bachelors/Family,1
2022-05-12,2,27000,1550,2 out of 3,1,Alwarpet,5,2,Bachelors/Family,3
2022-05-12,2,15000,1500,Ground out of 1,1,Madanankppam,5,1,Bachelors/Family,2
