Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-05-27,1,4000,100,2 out of 3,1,"Itc Colony, Maruthi Sevanagar",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-07-05,2,15000,1200,1 out of 1,2,Varthur,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-01,3,18000,1200,Ground out of 4,2,Bagalakunte,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-14,2,12000,1080,1 out of 2,2,Punyabhoomi Layout,Bangalore,2,Bachelors,1,Contact Owner
2022-05-14,1,8500,700,1 out of 3,1,Amrutahalli,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-05,2,11000,800,Ground out of 1,1,"Panduranga Nagar, bannerghatta main Road",Bangalore,1,Bachelors/Family,2,Contact Owner
2022-05-05,3,42000,1880,14 out of 14,1,whitefield,Bangalore,2,Family,2,Contact Owner
2022-04-29,2,25000,1305,1 out of 8,1,Jakkur,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-04-29,1,8500,600,3 out of 5,1,Sahakara Nagar,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-08,2,12500,950,2 out of 8,1,Yelahanka Dodda Ballapur Road,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-20,2,18000,1188,Ground out of 4,1,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,1,Bachelors/Family,2,Contact Owner
2022-06-23,1,6000,500,2 out of 3,1,Vijayanagar,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-27,2,9000,875,Ground out of 1,1,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-23,3,54000,2100,3 out of 4,2,Wilson garden Bangalore,Bangalore,1,Bachelors,3,Contact Agent
2022-05-05,3,22000,1200,2 out of 4,1,Annapurneshwari Nagar,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-07-06,3,120000,2390,3 out of 17,1,Rajajinagar,Bangalore,2,Bachelors/Family,3,Contact Owner
2022-06-20,1,7000,600,1 out of 3,1,Ramamurthy Nagar,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-10,2,28000,1150,1 out of 2,2,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,2,Family,2,Contact Agent
2022-06-12,3,55000,1788,Ground out of 1,2,Koramangala Block 4,Bangalore,2,Family,3,Contact Agent
2022-05-23,2,19000,1250,3 out of 3,1,Electronic City,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-07-04,1,11000,600,4 out of 5,2,Mahadevapura,Bangalore,2,Bachelors/Family,1,Contact Agent
2022-07-04,3,18000,1600,2 out of 4,1,"Vimanapura, Airport Road",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-07-06,3,70000,1520,23 out of 25,2,"Sena Vihar, Kammanahalli",Bangalore,2,Bachelors/Family,4,Contact Agent
2022-06-15,1,12000,550,1 out of 3,2,Koramangala,Bangalore,2,Bachelors,1,Contact Agent
2022-05-05,2,18000,1100,2 out of 4,1,K R Puram,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-12,2,30000,1100,2 out of 5,2,Hsr Layout,Bangalore,2,Bachelors/Family,2,Contact Agent
2022-07-04,2,10000,1100,Ground out of 3,1,Chikkabanavara,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-05,1,6000,400,1 out of 3,1,Nandini Layout,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-07-07,1,4500,300,3 out of 3,1,"Virat Nagar, Bommanahalli",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-16,1,8000,500,Ground out of 3,1,Rajarajeshwari Nagar,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-19,2,20000,1100,3 out of 4,2,Hennur Main Road,Bangalore,2,Bachelors,2,Contact Agent
2022-06-27,2,17500,1000,1 out of 3,2,"Dodda Banaswadi, Banaswadi",Bangalore,1,Family,2,Contact Owner
2022-05-27,2,22000,850,Ground out of 4,1,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-27,2,17000,1020,2 out of 5,1,Bommanahalli,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-19,2,22000,1250,1 out of 1,1,Kammanahalli,Bangalore,1,Bachelors,2,Contact Owner
2022-05-05,3,24000,1400,2 out of 4,1,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,2,Bachelors/Family,3,Contact Owner
2022-05-05,1,12000,600,1 out of 3,1,Koramangala,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-20,1,4500,200,4 out of 5,1,T Dasarahalli,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-23,1,5000,300,Ground out of 3,1,Basaveshvara Nagar,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-23,1,6000,400,1 out of 3,1,"Vyalikaval, Malleshwaram",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-14,1,11000,450,3 out of 4,1,Rajamahal Guttahalli,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-22,2,20000,1180,1 out of 4,1,C V Raman Nagar,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-07-06,3,35000,1460,6 out of 12,2,Jakkur,Bangalore,1,Bachelors,3,Contact Agent
2022-05-23,3,24000,1464,2 out of 5,2,"Singasandra, Hosur Road",Bangalore,2,Bachelors/Family,3,Contact Owner
2022-06-24,2,10000,700,Lower Basement out of 3,2,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,2,Bachelors,2,Contact Owner
2022-06-02,2,16000,680,1 out of 10,2,Devanahalli,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-12,3,100000,2750,5 out of 9,2,Prestige Acropolis,Bangalore,2,Bachelors,4,Contact Agent
2022-05-23,2,14000,800,Ground out of 2,1,Vijayanagar,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-07,2,7500,600,3 out of 4,2,Karihobanahalli,Bangalore,1,Bachelors,1,Contact Owner
2022-05-15,3,16000,1200,1 out of 4,2,"Gubbalala, Subramanyapura",Bangalore,1,Bachelors,3,Contact Owner
2022-05-12,4,65000,3200,18 out of 19,2,Kothanur,Bangalore,2,Bachelors/Family,3,Contact Agent
2022-05-10,2,18000,1800,1 out of 3,1,Hebbal Kempapura,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-23,1,8000,500,2 out of 2,1,Frazer Town,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-23,2,11000,1200,Ground out of 2,1,"Kadugondanahalli, Kadugondanahalli",Bangalore,1,Bachelors/Family,2,Contact Owner
2022-06-08,1,8000,750,1 out of 3,1,"Prakruthi Township, Hennur",Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-29,1,13000,700,1 out of 5,1,GH Society,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-20,2,30000,1000,12 out of 23,2,Yeshwantpur,Bangalore,1,Bachelors,2,Contact Agent
2022-06-24,2,14000,800,1 out of 3,1,"Keshav Puram, Tri Nagar",Delhi,2,Bachelors/Family,2,Contact Owner
2022-06-30,1,20000,200,Ground out of 2,1,Hauz Khas,Delhi,2,Bachelors,1,Contact Owner
2022-06-26,3,80000,1800,1 out of 3,2,South Extension 1,Delhi,2,Bachelors/Family,3,Contact Owner
2022-06-08,1,9500,400,2 out of 4,2,Neb Sarai,Delhi,1,Bachelors/Family,1,Contact Agent
2022-06-08,3,14000,600,2 out of 4,2,kst chattarpur Apartments,Delhi,1,Bachelors,3,Contact Agent
2022-05-28,3,65000,1550,1 out of 3,2,"Shivalik, Malviya Nagar",Delhi,2,Bachelors,3,Contact Agent
2022-07-01,2,18500,650,2 out of 4,2,Freedom Fighters Enclave,Delhi,1,Bachelors,2,Contact Owner
2022-07-03,2,40000,850,2 out of 4,2,"Amar Colony, Lajpat Nagar",Delhi,1,Bachelors/Family,2,Contact Agent
2022-06-12,4,90000,2000,Ground out of 4,2,Vasant Kunj,Delhi,1,Bachelors,4,Contact Agent
2022-05-14,1,3500,180,Ground out of 2,1,"Ganesh Nagar, Tilak Nagar",Delhi,1,Bachelors/Family,1,Contact Owner
2022-07-09,3,25000,140,Ground out of 3,2,Janakpuri,Delhi,2,Bachelors,2,Contact Agent
2022-07-04,1,9000,450,1 out of 4,2,Sudarshan Park,Delhi,2,Bachelors/Family,1,Contact Owner
2022-06-20,3,90000,2500,1 out of 3,2,New Friends Colony,Delhi,2,Bachelors/Family,3,Contact Agent
2022-06-06,1,22000,720,3 out of 3,2,Shakti Nagar,Delhi,1,Bachelors/Family,1,Contact Owner
2022-06-04,2,12000,400,2 out of 4,2,kst chattarpur Apartments,Delhi,1,Bachelors,1,Contact Agent
2022-06-05,2,11000,450,1 out of 4,2,Uttam Nagar,Delhi,1,Bachelors,1,Contact Owner
2022-04-30,1,20000,250,1 out of 1,2,"Nizamuddin East, Nizamuddin",Delhi,2,Bachelors/Family,1,Contact Owner
2022-06-18,4,260000,3000,4 out of 4,1,"Safdarjung Development Area, Hauz Khas",Delhi,2,Bachelors/Family,5,Contact Agent
2022-05-12,2,11000,550,3 out of 5,2,New Ashok Nagar,Delhi,1,Bachelors,2,Contact Agent
2022-05-04,2,10000,450,3 out of 4,2,Pandav Nagar,Delhi,1,Bachelors/Family,1,Contact Owner
2022-06-25,3,60000,2500,2 out of 3,2,Saket,Delhi,1,Bachelors,3,Contact Agent
2022-06-20,4,350000,800,1 out of 4,1,Green Park,Delhi,1,Bachelors/Family,4,Contact Agent
2022-06-27,2,16000,100,3 out of 3,1,Rohini Sector 24,Delhi,1,Bachelors,2,Contact Owner
2022-05-14,1,16000,400,2 out of 3,2,Subhash Nagar,Delhi,2,Bachelors,1,Contact Owner
2022-06-12,2,12000,750,1 out of 3,2,Dwarka Mor,Delhi,2,Bachelors,2,Contact Owner
2022-07-07,1,8000,400,1 out of 4,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1,Contact Agent
2022-06-30,3,14000,1100,Ground out of 3,2,Dwarka Mor,Delhi,2,Bachelors/Family,2,Contact Agent
2022-06-08,1,14900,450,Ground out of 5,2,Rohini Sector 18,Delhi,2,Bachelors/Family,1,Contact Owner
2022-04-27,2,15000,850,3 out of 3,2,Rohini Sector 23,Delhi,1,Bachelors/Family,2,Contact Owner
2022-07-09,3,10000,600,3 out of 4,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1,Contact Agent
2022-05-13,2,40000,750,1 out of 4,2,New Rajendra Nagar,Delhi,1,Bachelors/Family,2,Contact Agent
2022-05-29,1,9000,500,1 out of 4,2,Neb Sarai,Delhi,2,Bachelors,1,Contact Agent
2022-06-17,1,7000,350,2 out of 4,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1,Contact Agent
2022-06-04,2,13500,623,2 out of 3,2,"Ganesh Nagar, Tilak Nagar",Delhi,2,Bachelors/Family,1,Contact Owner
2022-06-16,3,95000,2400,3 out of 4,2,Greater Kailash 2,Delhi,2,Bachelors,3,Contact Agent
2022-05-18,1,20000,75,2 out of 4,2,Malviya Nagar,Delhi,1,Bachelors/Family,1,Contact Agent
2022-04-27,2,7500,450,1 out of 5,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1,Contact Owner
2022-06-30,2,9000,445,4 out of 4,2,"Palam Colony, Palam",Delhi,1,Bachelors/Family,2,Contact Owner
2022-07-04,3,80000,300,1 out of 3,2,Greater Kailash 2,Delhi,2,Bachelors,3,Contact Agent
2022-05-31,3,50000,1670,3 out of 4,1,Model Town,Delhi,2,Bachelors/Family,3,Contact Owner
2022-06-24,1,13000,550,1 out of 4,2,Saket,Delhi,2,Bachelors,1,Contact Agent
2022-05-18,1,12000,350,4 out of 4,2,Chhattarpur,Delhi,2,Bachelors,1,Contact Agent
2022-05-18,2,16000,650,2 out of 4,2,Chhattarpur,Delhi,2,Bachelors/Family,2,Contact Agent
2022-05-31,2,13000,70,1 out of 3,1,Vikaspuri,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-04,2,29000,100,1 out of 3,2,South,Delhi,2,Bachelors/Family,2,Contact Owner
2022-06-08,3,18000,800,2 out of 3,1,Hari Nagar Ashram,Delhi,1,Bachelors/Family,1,Contact Owner
2022-05-10,2,8500,60,2 out of 2,1,Najafgarh,Delhi,1,Bachelors/Family,1,Contact Owner
2022-05-23,3,27000,2000,1 out of 3,2,"Kohinoor Apartment, Kalkaji Extention",Delhi,2,Bachelors/Family,2,Contact Owner
2022-05-09,2,18000,600,1 out of 4,2,"Arjun Nagar, Safdarjung Enclave",Delhi,1,Bachelors/Family,2,Contact Owner
2022-06-07,1,11500,450,3 out of 4,2,"Bhogal, Jangpura",Delhi,2,Bachelors,1,Contact Owner
2022-07-07,2,80000,2200,1 out of 4,2,Defence Colony,Delhi,1,Bachelors,3,Contact Agent
2022-06-20,2,15500,600,1 out of 4,2,dwarka sector 8 Raj Nagar extension part 2,Delhi,1,Bachelors,2,Contact Owner
2022-07-07,4,55000,2000,2 out of 4,2,Dwarka sec 19,Delhi,2,Bachelors/Family,3,Contact Agent
2022-05-01,2,20000,800,3 out of 4,1,Malviya Nagar,Delhi,2,Bachelors/Family,2,Contact Owner
2022-06-08,3,35000,170,4 out of 4,2,"Chitra Vihar, Swasthya Vihar",Delhi,1,Bachelors/Family,2,Contact Agent
2022-05-18,2,38000,150,Ground out of 4,2,Malviya Nagar,Delhi,1,Bachelors/Family,2,Contact Agent
2022-05-04,2,16000,650,3 out of 4,2,Freedom Fighters Enclave,Delhi,1,Bachelors/Family,2,Contact Owner
2022-06-21,3,50000,1250,2 out of 4,2,Chittaranjan Park Block B,Delhi,2,Bachelors/Family,3,Contact Agent
2022-06-17,1,9500,600,2 out of 4,1,Chhattarpur,Delhi,2,Bachelors/Family,2,Contact Owner
2022-07-07,4,90000,2100,3 out of 3,2,"Kailash hills, East Of Kailash",Delhi,2,Bachelors/Family,4,Contact Agent
2022-06-08,1,10000,450,3 out of 4,1,Rohini Sector 18,Delhi,1,Bachelors,1,Contact Owner
2022-06-12,2,25000,100,2 out of 4,2,Lajpat Nagar 1,Delhi,1,Bachelors,2,Contact Owner
2022-05-14,1,30000,650,3 out of 4,1,Lajpat Nagar,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-18,2,12000,48,1 out of 3,1,Rohini Sector 16,Delhi,1,Bachelors/Family,2,Contact Owner
2022-07-07,2,16500,550,4 out of 4,2,"Guru Angad Nagar West, Laxmi Nagar",Delhi,2,Bachelors/Family,2,Contact Owner
2022-06-04,1,4500,240,1 out of 2,1,Dilshad Colony,Delhi,1,Bachelors/Family,1,Contact Owner
2022-06-22,2,30000,700,3 out of 3,2,Vasant Kunj Sector B,Delhi,2,Bachelors,2,Contact Owner
2022-07-03,1,12000,48,1 out of 2,1,Rohini Sector 11,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-27,2,23000,100,Ground out of 3,1,Mansarover Garden,Delhi,1,Bachelors/Family,2,Contact Owner
2022-05-18,3,70000,1901,9 out of 11,1,"Unity the Amaryllis, Karol Bagh",Delhi,2,Bachelors/Family,3,Contact Owner
2022-06-27,1,5500,50,1 out of 4,2,Lado Sarai,Delhi,1,Bachelors/Family,1,Contact Owner
2022-07-05,3,35000,1300,3 out of 4,2,Dakshini Pitampura,Delhi,2,Bachelors,3,Contact Agent
2022-05-27,2,9000,145,1 out of 3,1,Palam,Delhi,1,Bachelors/Family,2,Contact Owner
2022-05-24,2,22000,800,2 out of 3,2,"Arjun Nagar, Safdarjung Enclave",Delhi,1,Bachelors/Family,3,Contact Agent
2022-06-09,3,35000,1100,1 out of 3,1,Kalkaji Extension,Delhi,2,Bachelors/Family,4,Contact Owner
2022-05-02,1,12000,450,2 out of 2,1,Dwarka Sector 7,Delhi,2,Bachelors/Family,1,Contact Owner
2022-06-28,2,6000,300,3 out of 4,2,Jhangir Puri,Delhi,1,Bachelors/Family,1,Contact Owner
2022-05-19,2,22000,1040,1 out of 2,2,"Janak Park, Hari Nagar",Delhi,2,Bachelors,3,Contact Owner
2022-05-18,1,5000,25,2 out of 5,2,Ganga Vihar,Delhi,1,Bachelors/Family,1,Contact Owner
2022-06-04,2,20500,900,Ground out of 9,1,"IGNOU Road, Saket",Delhi,2,Bachelors/Family,2,Contact Owner
2022-05-28,2,7500,1100,3 out of 4,1,Bijwasan,Delhi,1,Bachelors/Family,1,Contact Owner
2022-07-01,2,5500,380,1 out of 1,1,Prem Nagar,Delhi,1,Bachelors/Family,2,Contact Owner
2022-06-02,3,25000,450,2 out of 2,2,Gandhi Nagar,Delhi,2,Bachelors,2,Contact Owner
2022-07-02,1,13000,550,3 out of 4,2,Lajpat Nagar 4,Delhi,2,Bachelors,1,Contact Agent
2022-06-04,1,5000,180,Ground out of 3,1,Mukherjee Nagar,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-06,3,40000,1650,1 out of 3,2,Dakshini Pitampura,Delhi,2,Bachelors/Family,2,Contact Owner
2022-05-31,1,12500,250,1 out of 5,1,"Inder Puri Block A, Inder Puri",Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-29,1,6000,400,Ground out of 5,2,"Raghubir Nagar, Tagore Garden Extension",Delhi,1,Bachelors/Family,1,Contact Owner
2022-07-04,2,15500,900,Ground out of 3,2,Vivek Vihar Phase 2,Delhi,2,Bachelors/Family,2,Contact Agent
2022-05-27,3,75000,1900,2 out of 3,1,Malviya Nagar,Delhi,2,Bachelors/Family,3,Contact Owner
2022-06-12,3,36000,892,2 out of 4,2,Gautam Nagar,Delhi,1,Bachelors/Family,2,Contact Owner
2022-05-18,1,13000,400,Ground out of 4,2,Chhattarpur Enclave,Delhi,2,Bachelors,1,Contact Agent
2022-06-29,3,45000,100,1 out of 2,2,"Mandakini Enclave, Alaknanda",Delhi,1,Bachelors,2,Contact Owner
2022-06-22,2,2000,60,1 out of 1,1,Ram Nagar,Delhi,1,Bachelors/Family,1,Contact Owner
2022-07-04,2,28000,80,1 out of 5,1,Janakpuri,Delhi,2,Bachelors/Family,2,Contact Owner
2022-05-12,2,9000,450,2 out of 4,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1,Contact Agent
2022-04-29,1,12000,520,3 out of 4,2,Geeta Colony,Delhi,2,Bachelors/Family,1,Contact Owner
2022-04-29,1,13000,350,1 out of 5,1,Rohini Sector 3,Delhi,2,Bachelors/Family,1,Contact Owner
2022-04-29,2,11000,600,2 out of 3,2,Aya Nagar,Delhi,2,Bachelors,2,Contact Owner
2022-07-07,3,35000,950,1 out of 4,2,Karol Bagh,Delhi,2,Bachelors,2,Contact Agent
2022-05-13,2,10000,450,1 out of 4,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1,Contact Agent
2022-07-07,1,20000,450,1 out of 4,2,Karol Bagh,Delhi,2,Bachelors,1,Contact Agent
2022-07-07,2,25000,850,2 out of 4,2,Karol Bagh,Delhi,2,Bachelors,2,Contact Agent
2022-06-12,1,8000,200,3 out of 4,2,kst chattarpur Apartments,Delhi,1,Bachelors,1,Contact Agent
2022-07-08,4,150000,3000,1 out of 4,2,"Safdarjung Development Area, Hauz Khas",Delhi,2,Bachelors/Family,4,Contact Agent
2022-06-16,3,36000,1500,2 out of 3,2,"Mahendru Enclave, Model Town",Delhi,2,Bachelors/Family,3,Contact Owner
2022-07-04,2,12000,700,Ground out of 4,1,Sultanpur,Delhi,1,Bachelors/Family,2,Contact Owner
2022-05-10,1,8500,530,Ground out of 3,1,"Palam Colony, Palam",Delhi,1,Bachelors/Family,1,Contact Owner
2022-05-27,3,17000,800,2 out of 4,2,kst chattarpur Apartments,Delhi,1,Bachelors,2,Contact Agent
2022-05-05,1,7500,45,1 out of 5,1,Laxmi Nagar,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-05,1,16000,900,3 out of 4,1,Kalkaji,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-10,1,9000,450,1 out of 4,1,Mehrauli,Delhi,1,Bachelors/Family,1,Contact Owner
2022-05-10,2,8000,650,1 out of 4,1,Rangpuri,Delhi,1,Bachelors/Family,1,Contact Owner
2022-05-10,2,45000,900,2 out of 4,1,Lajpat Nagar 1,Delhi,2,Bachelors/Family,2,Contact Owner
2022-05-04,2,27000,900,4 out of 4,2,RWA triveni residents,Delhi,2,Bachelors/Family,2,Contact Owner
2022-05-05,2,14000,120,1 out of 4,1,Dwarka Mor,Delhi,2,Bachelors/Family,2,Contact Owner
2022-06-12,2,14000,600,2 out of 4,2,kst chattarpur Apartments,Delhi,1,Bachelors,2,Contact Agent
2022-05-21,2,14000,615,2 out of 4,2,Laxmi Nagar,Delhi,1,Bachelors/Family,2,Contact Owner
2022-06-14,1,7500,225,Ground out of 2,2,Kapi Bagan Basti,Delhi,2,Bachelors/Family,1,Contact Owner
2022-06-10,1,10000,800,1 out of 4,2,"Paryavaran Complex, Sainik Farm",Delhi,1,Bachelors,1,Contact Owner
2022-04-29,1,7000,400,4 out of 4,2,Aya Nagar,Delhi,2,Bachelors,1,Contact Owner
2022-04-29,1,25000,800,4 out of 5,1,Mukherjee Nagar,Delhi,2,Bachelors/Family,2,Contact Owner
2022-04-29,2,9000,60,1 out of 3,1,Mehrauli,Delhi,2,Bachelors/Family,1,Contact Owner
2022-04-29,3,22000,1000,1 out of 24,1,"Khanpur Extension, Sangam Vihar",Delhi,1,Bachelors/Family,2,Contact Owner
2022-05-05,3,10000,75,4 out of 5,1,Sagar Pur,Delhi,1,Bachelors/Family,1,Contact Owner
2022-05-05,3,11000,800,1 out of 4,1,Hastsal,Delhi,1,Bachelors/Family,2,Contact Owner
2022-06-17,1,12500,200,3 out of 3,1,Kamla Nagar,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-14,3,15000,800,2 out of 4,2,kst chattarpur Apartments,Delhi,1,Bachelors,2,Contact Agent
2022-05-10,2,35000,80,1 out of 3,1,Kamla Nagar,Delhi,1,Bachelors/Family,2,Contact Owner
2022-05-10,2,35000,900,2 out of 4,1,Lajpat Nagar,Delhi,1,Family,2,Contact Owner
2022-05-10,2,52000,1125,2 out of 5,1,Saket,Delhi,2,Bachelors/Family,2,Contact Owner
2022-04-29,3,15000,900,3 out of 4,1,Dwarka Mor,Delhi,1,Bachelors/Family,2,Contact Owner
2022-06-04,2,32000,1100,3 out of 3,2,Rajouri Garden,Delhi,1,Bachelors,2,Contact Agent
2022-06-04,1,11500,400,2 out of 4,2,Lajpat Nagar 4,Delhi,1,Bachelors/Family,1,Contact Agent
2022-07-04,3,45000,713,1 out of 1,2,"Prem Nagar, Patel Nagar",Delhi,2,Bachelors/Family,3,Contact Owner
2022-07-07,2,16000,700,4 out of 4,2,Shadipur,Delhi,1,Bachelors,1,Contact Agent
2022-05-21,2,20000,1000,2 out of 3,2,Krishna Nagar Block D,Delhi,2,Bachelors/Family,2,Contact Owner
2022-05-27,1,7000,54,3 out of 5,1,Nawada,Delhi,2,Bachelors/Family,1,Contact Owner
2022-07-04,3,85000,200,3 out of 3,2,"Shivalik, Malviya Nagar",Delhi,1,Bachelors,3,Contact Agent
2022-05-28,1,15000,200,4 out of 4,1,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,2,Bachelors/Family,1,Contact Owner
2022-07-03,2,22000,800,3 out of 3,1,Chhattarpur,Delhi,2,Bachelors/Family,2,Contact Owner
2022-05-18,2,32000,1000,1 out of 3,1,Lajpat Nagar 1,Delhi,1,Bachelors/Family,2,Contact Owner
2022-07-01,2,20000,500,4 out of 4,2,"Vasant Kunj 2, Vasant Kunj",Delhi,2,Bachelors,2,Contact Owner
2022-06-04,1,35000,300,3 out of 5,1,Rajouri Garden,Delhi,2,Bachelors/Family,1,Contact Owner
2022-06-16,2,35000,900,Ground out of 4,2,Lajpat Nagar 1,Delhi,1,Bachelors/Family,2,Contact Agent
2022-07-07,3,65000,240,1 out of 4,2,Saket,Delhi,1,Bachelors/Family,3,Contact Agent
2022-05-12,2,15000,650,Ground out of 3,2,"Fateh Nagar, Janakpuri",Delhi,2,Bachelors/Family,2,Contact Owner
2022-06-18,3,12000,950,3 out of 5,2,"Kotla, Mayur Vihar",Delhi,2,Bachelors,2,Contact Owner
2022-05-10,1,8000,500,Ground out of 3,1,Dwarka Sector 23,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-28,1,11000,500,2 out of 5,1,Palam - Dabri Marg,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-10,2,12000,450,4 out of 4,1,Mansa Ram Park,Delhi,2,Bachelors/Family,2,Contact Owner
2022-06-16,4,140000,2800,Ground out of 4,2,New Friends Colony,Delhi,2,Bachelors/Family,4,Contact Agent
2022-06-04,2,24000,150,1 out of 2,1,Paschim Vihar,Delhi,2,Bachelors/Family,1,Contact Owner
2022-06-04,1,20000,400,3 out of 4,2,Lajpat Nagar 4,Delhi,2,Bachelors/Family,1,Contact Agent
2022-05-10,3,16000,100,3 out of 4,1,"Jamia Nagar, Okhla",Delhi,2,Bachelors/Family,2,Contact Owner
2022-06-04,1,15000,400,3 out of 4,2,Lajpat Nagar 4,Delhi,2,Bachelors/Family,1,Contact Agent
2022-05-14,2,28500,900,Ground out of 4,2,Paschim Vihar,Delhi,2,Bachelors/Family,2,Contact Agent
2022-05-05,3,30000,1350,1 out of 7,1,Vasundhara Enclave,Delhi,2,Family,3,Contact Owner
2022-07-04,1,16000,500,1 out of 4,1,Laxmi Nagar,Delhi,2,Bachelors/Family,1,Contact Owner
2022-07-06,3,80000,1700,1 out of 4,2,"Shivalik, Malviya Nagar",Delhi,2,Bachelors,3,Contact Agent
2022-06-04,1,11000,400,2 out of 4,2,Lajpat Nagar 4,Delhi,1,Bachelors/Family,1,Contact Agent
2022-06-29,2,21000,110,2 out of 3,1,"Jangpura Extension, Jangpura",Delhi,2,Bachelors/Family,1,Contact Owner
2022-07-04,3,10500,1200,1 out of 4,1,Najafgarh,Delhi,2,Bachelors/Family,2,Contact Owner
2022-04-29,2,15000,50,2 out of 4,2,Dwarka Sector 14,Delhi,2,Bachelors/Family,2,Contact Owner
2022-07-06,3,16000,100,2 out of 3,1,Hari Nagar,Delhi,2,Bachelors/Family,2,Contact Agent
2022-07-04,2,45000,1000,2 out of 3,1,"Kailash Colony, Greater Kailash",Delhi,2,Bachelors/Family,2,Contact Owner
2022-05-03,1,6000,63,4 out of 4,1,Rohini Sector 2,Delhi,2,Bachelors/Family,1,Contact Owner
2022-05-19,3,40000,1800,Ground out of 3,1,Vasant Kunj,Delhi,2,Bachelors/Family,2,Contact Owner
